都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,情報登録日,情報更新日,備考
26000,0000000506,京都府,南丹市,京都府立るり渓自然公園,キョウトフリツルリケイシゼンコウエン,,,京都府南丹市園部町大河内,,35.032091 ,135.402436 ,,,,,,,国指定史跡名勝の自然公園「るり渓」は、深山に源をもつ標高500m、長さ約4Kmの渓谷。最上流の「通天湖」に向かい「鳴瀑」、「双龍淵」、「玉走盤」など、「るり渓十二勝」と呼ばれる、各場所にふさわしい名前のつけられた滝や岩が続く。四季折々に変化する美しい景色は訪れる人々を魅了している。,,JR嵯峨野線「園部」駅から京阪京都交通バス（八田線）で「八田」下車、ぐるりんバスに乗り換え「南八田」から「るり渓」下車,無料,,南丹市観光交流室,0771-68-0050,,,,,2009-07-13,2021-02-25,
26000,0000006223,京都府,亀岡市,平の沢公園（水鳥のみち）,ヒラノサワコウエン（ミズドリノミチ）,,,京都府亀岡市馬路町,,35.066491 ,135.567272 ,,,,,,,平の沢公園の3つの池には、カモ類やサギ類など多くの渡り鳥が訪れる。全国的にも珍しいオニバスが自生している。周囲は水鳥のみちとして散策道の整備がされている。,,JR嵯峨野線「亀岡」駅から亀岡市ふるさとバスで「池尻」下車,,,JR亀岡駅観光案内所,0771-22-0691,,,,,2009-07-13,2019-03-06,
26000,0000000484,京都府,亀岡市,ひえ田野神社,ヒエダノジンジャ,,,京都府亀岡市ひえ田野町佐伯垣内亦1,,35.017584 ,135.534948 ,,,,拝観自由,,,創建は和銅2年（709）といわれ、衣食住の神を祀っている。また女性の守り神として婦人の参拝者が多い。毎年8月14日に行われる佐伯灯籠は、貞観5年（859）京都御所清涼殿より灯籠を賜って以来、五穀豊穣を願う農民の祭りとして国の無形民俗文化財に指定されている。境内のこぶのできた樫の木はがん封じの木として信仰を集めている。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで約15分「国道佐伯」下車、徒歩約3分,10台,,ひえ田野神社,0771-22-4549,,,,http://www.kyoto-jinjacho.or.jp/shrine/14/60/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策のため授与所を閉所しています。
26000,0000008354,京都府,亀岡市,松園荘保津川亭,ショウエンソウホヅガワテイ,,,京都府亀岡市ひえ田野町芦ノ山流田1-4,,35.020134 ,135.508525 ,休日：年中無休（ただし、不定でメンテナンスのため休館日あり）,,,宿泊　チェックイン　15時　チェックアウト　10時,,,京の奥座敷、いで湯の里の静かな温泉地に佇む、京町家の家並みを思わせる趣あるエントランスが印象的な和風旅館。豊富で良質を誇る「湯の花温泉」のぬくもりが楽しめる。,,JR嵯峨野線「亀岡」駅から車で約15分京都縦貫自動車道「亀岡」ICから車で約10分,乗用車50台,車椅子可,松園荘保津川亭,0771-22-0903　,,,,http://www.syoenso.com/,2009-07-13,2021-03-02,貸切風呂有り（無料）※新型コロナウイルス感染症拡大防止対策として、・入列制限・お部屋案内を一時中止し、フロントにて客室の鍵をお渡し・アルコール消毒ポンプの設置などを行っています
26000,0000000820,京都府,亀岡市,丹波七福神巡り（和らぎの道）,タンバシチフクジンメグリ（ヤワラギノミチ）,,,京都府亀岡市,,,,,,,,,,日本一早くまわれる七福神巡り。神応寺から東光寺までの約5kmに及ぶのどかな道のりは、散策に最適。（神応寺養仙寺蔵宝寺金光寺耕雲寺極楽寺東光寺　所要時間　約2時間）※コース途中にある七谷川沿いの和らぎの道は桜の名所として有名。,,JR嵯峨野線「亀岡」駅から亀岡市ふるさとバスで「毘沙門」下車、徒歩約5分で神応寺,,,JR亀岡駅観光案内所,0771-22-0691,,,,,2009-07-13,2019-03-06,
26000,0000008353,京都府,亀岡市,ほん梅の里,ホンメノサト,,,京都府亀岡市本梅町中野清水口3,,35.024627 ,135.485122 ,休日：年末年始,,,宿泊　チェックイン　15時　チェックアウト　10時,,,宿の持山で採れた松茸や自家農園で栽培した京野菜をはじめ、四季折々のこだわり料理でおもてなし。日帰り、松茸狩コースも好評。なお、ボタン鍋コース（季節限定）もある。合宿場としての利用も可能。,,JR嵯峨野線「亀岡」駅から車で約20分京都縦貫自動車道「亀岡」ICから車で約15分,大型観光バス1台、乗用車20台、無料,,ほん梅の里,0771-26-3087,,,,http://www.honmenosato.com/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として、京都府の新型コロナウイルス感染症のガイドラインに沿った対応を行っています。
26000,0000001816,京都府,亀岡市,湯の花温泉,ユノハナオンセン,,,京都府亀岡市ひえ田野町,,35.021051 ,135.506016 ,,,,,,,山間の静寂の中に包まれたいで湯。古く戦国時代には傷ついた武士がその刀傷を癒したとの伝説も残る歴史ある温泉郷。澄みきった空気と、素朴な風情が残されている。【泉質】単純弱放射能温泉【適応症】神経痛、筋肉痛、関節痛、慢性消化器病、疲労回復、痛風など,,JR嵯峨野線「亀岡」駅から車で約15分京都縦貫自動車道「亀岡」ICから車で約10分,,,湯の花温泉観光旅館協同組合,0771-22-5645,,,,http://www.yunohana-onsen.com/,2009-07-13,2019-12-02,すみや亀峰菴（TEL.0771-22-7722）松園荘保津川亭（TEL.0771-22-0903）翠泉（TEL.0771-22-7575）有楽荘（TEL.0771-22-1121）渓山閣（TEL.0771-22-0250）京都・烟河（けぶりかわ）（TEL.0771-26-2345）
26000,0000008349,京都府,亀岡市,里山の休日　京都・烟河,サトヤマノキュウジツ　キョウト・ケブリカワ,,,京都府亀岡市本梅町平松泥ヶ渕1-1,,35.021898 ,135.499873 ,,,,宿泊　チェックイン　15時　チェックアウト　10時日帰り温泉　11時～16時（入館は15時まで）,,"日帰り入浴　大人　700円　小人　500円里山ランチバイキング　1,980円～",広大な里山の地に立ち、自然に囲まれた癒しの空間で心地よい時間が過ごせる。露天風呂も整備されており、湯の花温泉の湯と豊かな自然を満喫できる。信楽焼製の専用露天風呂がついた和モダンの部屋では、自分だけのゆったりとした時を過ごすことができる。日帰り入浴のみの利用も可能。,,JR嵯峨野線「亀岡」駅から車で約15分京都縦貫自動車道「亀岡」ICから車で約10分,乗用車100台,車椅子一部可,里山の休日　京都・烟河,0771-26-2345,,,,https://www.kyoto-keburikawa.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策のため、ランチバイキング・日帰り入浴の営業を中止しています。
26000,0000000483,京都府,亀岡市,鍬山神社,クワヤマジンジャ,,,京都府亀岡市上矢田町上垣内22-2,,34.996194 ,135.577301 ,,,,拝観自由,,,和銅2年（709）に建てられた神社で、鍬山大明神とも矢田神社とも呼ばれている。昔このあたり一帯が泥湖であったのを、祭神の大己貴命が鍬で請田峡を切り開いて水を流し耕作田として民に穫りをあたえた。そのことに感謝した住民が鍬山大明神として祀ったのが起こりと伝えられている。紅葉の名所としても知られている。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで「矢田口」下車、徒歩約20分JR嵯峨野線「亀岡」駅から亀岡市コミュニティバス（東コース）で「鍬山神社前」下車すぐ,30台,,鍬山神社,0771-22-1023,,,,http://www.kuwayama-jinjya.jp,2009-07-13,2021-07-14,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・マスク着用のお願い・人との距離をあける・手水の柄杓を撤去、流水でお清め・本殿の鈴緒の使用禁止・消毒液の使用
26000,0000008356,京都府,亀岡市,すみや亀峰菴,スミヤキホウアン,,,京都府亀岡市ひえ田野町柿花宮ノ奥25,,35.021580 ,135.505917 ,,,,宿泊　チェックイン　15時　チェックアウト　11時食事　昼食　11時30分～14時30分　夕食　18時～21時30分,,,京の田舎、湯の花温泉に建つ旅館。山間に佇む茅葺きの門が懐かしい故郷のぬくもりで出迎える。客室は京唐紙を使った和室や土壁の部屋など、それぞれに趣の異なるしつらえが楽しめる。人気の温泉かけ流しの露天風呂付き客室に加え、貸切露天風呂ではプライベートな時間が満喫できる。,,JR嵯峨野線「亀岡」駅から車で約15分京都縦貫自動車道「亀岡」ICから車で約10分,乗用車20台,車椅子可（要相談）,すみや亀峰菴,0771-22-7722,,,,http://www.sumiya.ne.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として、・約4分の1の客室を閉鎖・館内の換気・除菌用アルコールの配備・ドアノブなど手の触れる機会の多い箇所の消毒、除菌・到着時の検温などを行っています。
26000,0000000485,京都府,亀岡市,千手寺,センジュジ,,,京都府亀岡市ひえ田野町鹿谷,,35.035811 ,135.520980 ,,,,拝観自由,,,大同2年（807）弘法大師によって建てられた寺で、本尊に千手観音が置かれているところから千手寺と呼ばれている。目の神様で知られていて、境内より湧き出る清水で目を洗い、または飲むことによって眼病が治るとされている。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで約15分「国道佐伯」下車、徒歩約60分,,,千手寺,0771-23-1434,,,,,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として、お堂の中にアルコール消毒液の設置、マスクの準備をしています。
26000,0000003660,京都府,亀岡市,亀岡市文化資料館,カメオカシブンカシリョウカン,,,京都府亀岡市古世町中内坪1番地,,35.013542 ,135.585467 ,休日：月曜日（月曜日が祝日の場合は、翌火曜日も続けて休館）、年末年始、展示準備期間,,,9時～17時（入館は16時30分まで）,,大人　210円（189円）小人　100円（90円）（ ）内は団体（30名以上）料金※企画展、特別展は別料金,亀岡における先人の遺産を調査研究し、その成果を展示公開している。,,JR嵯峨野線「亀岡」駅下車、徒歩7分,,,亀岡市文化資料館,0771-22-0599,,,,https://www.city.kameoka.kyoto.jp/kurashi/kyoiku/bunka/shiryokan/index.html,2009-07-13,2021-03-02,
26000,0000000479,京都府,亀岡市,谷性寺（光秀寺）,コクショウジ（ミツヒデデラ）,,,京都府亀岡市宮前町猪倉土山39,,35.033414 ,135.492426 ,,,,,,,明智光秀公ゆかりの寺。境内には光秀の首を葬ったといわれる塚がある。6月～7月に明智の家紋であるキキョウが咲き乱れることから、別名桔梗寺とも呼ばれている。毎年夏、門前ではキキョウ園が開園する。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで「猪倉」下車、徒歩約5分,,,谷性寺（光秀寺）,0771-26-2054,,,,,2009-07-13,2021-03-02,拝観は事前連絡が必要※新型コロナウイルス感染症拡大防止対策として、アルコール消毒液の設置、人数制限を行っています。
26000,0000008198,京都府,亀岡市,宝泉寺禅センター,ホウセンジゼンセンター,,,京都府亀岡市篠町山本中条52　宝泉寺,,35.011457 ,135.612356 ,休日：水曜日（入山は可能）,,,修行体験　5時20分起床、22時消灯問合せは9時30分～16時30分※電話での問い合わせは緊急時のみ、予約、問い合わせはホームページから,,"基本プラン3泊4日　御布施　10,000円4泊目より1泊に付き3,000円土曜日、日曜日1泊　5,000円※要予約（予約はホームページから）",宿泊型坐禅会。初心者向けで、朝夕の坐禅の他、読経、作務（掃除や畑仕事）、写経等を通して「禅の生活」に親しむことができる。日常生活とは違った環境の中で、こころの落ち着きを取り戻すことができる。〈特徴〉1.いつでも（一年中随時入門可能）2.だれでも（高校生以上）3.ゆるやかなスケジュール（1日4時間半の自由時間を各自で読書、散策などに使える）,,JR嵯峨野線「馬堀」駅下車、徒歩15分,乗用車8台,車椅子可（要介助）,宝泉寺禅センター,0771-24-0378,,,,http://www.zazen.or.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策のため、原則個室対応、人数制限を設けての受け入れを行っています。
26000,0000000478,京都府,亀岡市,出雲大神宮,イズモダイジングウ,,,京都府亀岡市千歳町千歳出雲無番地,,35.059135 ,135.578307 ,,,,拝観自由,,,丹波一の宮で、祭神の三穂津姫命が天照大神から大国主命の妃神として遣わされたため、縁結びの神として有名。現在の本殿は足利尊氏によるものといわれ、重要文化財に指定されている。毎年4月18日に奉納される出雲風流花踊りは、雨乞いの神事が起こりといわれ、花笠に狩衣、水干、白足袋姿の踊り手が小太鼓をたたきながら踊る姿は優雅である。※ご利益：縁結び,,JR嵯峨野線「亀岡」駅から亀岡市ふるさとバスで約15分「出雲神社前」下車,80台,,出雲大神宮,0771-24-7799,,,,http://www.izumo-d.org/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・マスク着用・ご参拝前後の手洗い、手指消毒のお願い・手水舎の柄杓の使用禁止、御神水の流水にてお清め・社務所に消毒液の設置
26000,0000008412,京都府,亀岡市,一般社団法人亀岡市観光協会,カメオカシカンコウキョウカイ,,,京都府亀岡市追分町谷筋25-30,,35.016630 ,135.582479 ,,,,,,,JR亀岡駅観光案内所、物産店（かめまるマート）〈電話番号〉0771-22-0691〈営業時間〉9時～17時30分〈休日〉年末年始（12/29～1/3）トロッコ亀岡駅観光案内所〈電話番号〉0771-24-6148〈営業時間〉9時30分～16時30分〈休日〉トロッコ列車の運休日と同じ城下町歴史街並み案内所〈電話番号〉0771-55-9493〈営業時間〉10時～17時（12月～2月は16時まで）〈休日〉火曜日、木曜日（12月～2月を除き、祝日の場合は営業）、年末年始,,,,,一般社団法人亀岡市観光協会,0771-29-5152,,,,http://kameoka.info,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として、・アルコール消毒液の設置・ビニールによる飛沫対策などを行っています。
26000,0000000476,京都府,亀岡市,穴太寺,アナオウジ,,,京都府亀岡市曽我部町穴太東ノ辻46,,35.006637 ,135.549223 ,,,,8時～17時,,500円（本堂・庭園）,西国33ケ所第21番札所。本堂には諸病を癒すといわれている等身大の木造釈迦涅槃像（なで仏）があり、人々の信仰をあつめている。境内の庭園は室町時代末期のものといわれ、丹波名庭の一つで、府の文化財に指定されており、静寂のなか佗、寂を感じることができる。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで「穴太寺前」下車,有料,,穴太寺,0771-22-0605,,,,,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・アルコール消毒液の設置・マスクの配布・アクリル板の設置（飛沫防止）
26000,0000003783,京都府,亀岡市,亀岡運動公園,カメオカウンドウコウエン,,,京都府亀岡市曽我部町穴太土渕,,35.013880 ,135.548423 ,休日：火曜日（祝日の場合は翌日）、年末年始（12/29～1/3）,,,,,,陸上競技場、体育館、野球場、プール、テニスコート（9面）などのスポーツ施設の他、野外ステージ、レジャープール、多目的広場を備えたファミリーで楽しめる総合運動公園。緑いっぱいの中、気持ちいい汗が流せる。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで「運動公園前」下車,約700台、無料,,亀岡運動公園（体育館）,0771-25-0372,,,,https://park-kameoka.jp,2009-07-13,2021-03-02,
26000,0000009700,京都府,亀岡市,森のステーションかめおか,モリノステーションカメオカ,,,京都府亀岡市宮前町神前長野15,,35.056124 ,135.515129 ,休日：匠ビレッジ、薬膳レストラン　月曜日～水曜日鳥の巣ロッジ、カメロックス　年末年始のみ,,,匠ビレッジ　木曜日～日曜日　10時～16時薬膳レストラン　木曜日～日曜日　10時～15時鳥の巣ロッジ　昼間利用　9時～17時　宿泊利用　　　チェックイン　14時～17時　　チェックアウト　10時カメロックス　午前　9時～13時　午後　13時～17時　夜間　17時～21時,,"「匠ビレッジ天然砥石」セルフ研ぎ体験　大人　500円　中学生以下　300円チャレンジ包丁研ぎ講習　2,000円砥石制作DIY　1,500円～（選ぶ砥石による）「鳥の巣ロッジ」コテージ　昼間（9時～17時）　5,290円/1棟（亀岡市内在住の人は4,070円）　宿泊（14時～10時）　10,580円/1棟（亀岡市内在住の人は8,140円）キャンプサイト　昼間（9時～17時）　2,140円/1棟（亀岡市内在住の人は1,650円）　宿泊（14時～10時）　4,290円（亀岡市内在住の人は3,300円）「カメロックス」　大人　880円（亀岡市在住の人は680円）　小人　440円（亀岡市在住の人は330円）　レンタル品　　シューズ　220円　　ハーネス　220円　　滑り止め　110円　",地域の魅力を発信する展示・体験施設。匠ビレッジ、チョロギ村、鳥の巣ロッジ、カメロックスで構成されており、「匠ビレッジ」では様々なジャンルの「匠」を紹介し、天然砥石使った研ぎ体験ができる。チョロギ村が運営する薬膳レストラン「お家薬膳忘れな」では心と身体に効く家庭薬膳料理を味わうことができる。薬草庭園にある「鳥の巣ロッジ」では、バーベキューに必要な備品は全て無料でレンタルでき、夜には満点の星空を眺め、都会では味わえないゆったりとした時間を過ごせる。カメロックスでは、ボルダリングの体験ができ、楽しんで体を動かすことができる。（7歳以上利用可）,,JR嵯峨野線「千代川」駅からふるさとバス（F14、F43系統）で「亀岡市交流会館前」下車すぐ京都縦貫自動車道「千代川」ICから約5分,普通車30台、大型バス1台,車椅子可（要介助）車椅子対応トイレ有り,匠ビレッジ天然砥石館,050-3700-1014,,,,https://www.city.kameoka.kyoto.jp/kankou/m/morinostation.html,2019-03-06,2021-03-02,「鳥の巣ロッジ」ご予約の際は市公式ホームページ（https://www.city.kameoka.kyoto.jp/shiminkatsudou/m/documents/syukuhakluseitu.html）にあるチェック項目をご確認いただいてから行ってください。利用は少人数、または家族の利用に限る。
26000,0000004082,京都府,亀岡市,ガレリアかめおか,ガレリアカメオカ,,,京都府亀岡市余部町宝久保1番地の1,,35.014376 ,135.567091 ,休日：第4木曜日、年末年始,,,9時～22時,,,学習、体験、創造、情報発信機能を持った生涯学習施設。研修室、料理実習室や陶芸室などが利用できる。（有料）図書館には書籍をはじめ視聴覚ソフトが充実している。こども図書館もある。,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで「ガレリアかめおか」、または亀岡市コミュニティバス（西コース）で「ガレリアかめおか」下車京都縦貫自動車道「亀岡」ICから約3分,地上231台、地下185台、大型車5台,,ガレリアかめおか,0771-29-2700,,,,http://www.galleria.city.kameoka.kyoto.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として、「ガレリアかめおか新型コロナウイルス感染症拡大防止ガイドライン」に基づき、条件を設けて貸出を行っています。
26000,0000009704,京都府,亀岡市,丹波亀山城跡,タンバカメヤマジョウアト,,,京都府亀岡市荒塚町内丸1,,35.013284 ,135.581467 ,休日：無休,,,9時30分～16時30分,,拝観には「ギャラリーおほもと」入館券（300円/1人）が必要（令和2年2月4日～令和3年3月31日）中学生以下は無料,1577年に明智光秀によって築城されました。1610年、岡部長盛の時代に城郭・城下町がほぼ完備されました。明治維新のあと廃城令により解体されましたが、現在の所有者である宗教法人大本の手により石垣などが修復され、往時を偲ぶことができます。,,JR嵯峨野線「亀岡」駅下車、徒歩約10分,大本関係者優先※バスの駐車には駐車料金が発生しませんが「ギャラリーおおもと」の入館チケットが必要です。1枚300円※大型バス、中型バス、マイクロバスは事前許可制です。,車椅子可（要介助）車椅子対応トイレ有り,丹波亀山城跡,0771-22-5561,,,,,2019-07-29,2021-06-25,亀岡市観光協会ホームページhttp://www.kameoka.info/seeing/kameyamajoushi.php宗教法人大本ホームページhttp://oomoto.or.jp/wp/※新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・発熱、咳症状、体調に異常のある方の来客禁止（総合受付にて検温）・マスク着用、手指消毒・人同士の間隔（最低1m）あけての参観・「ギャラリーおほもと」の入館制限（同時間帯の入館は10人まで）
26000,0000003782,京都府,亀岡市,亀岡市七谷川野外活動センター,カメオカシナナタニガワヤガイカツドウセンター,,,京都府亀岡市千歳町千歳南山40,,35.045795 ,135.586329 ,休日：火曜日、年末年始（12/28～1/4）12月から2月は毎週月曜日～木曜日が休日（祝日は営業）,,,,,"センター使用料　大人　550円、小・中学生　200円キャンプ場（1人1泊）　大人　760円、小・中学生　300円テント（1泊1張）　6人用キャンプテント　2,200円　持ち込みテント　1,100円スポーツハウス（1人1日）　和室・会議室　200円さくらツリーハウス　1棟1日4人用　2,750円　1棟1泊4人用　5,500円※市内の方のご利用はそれぞれ半額（ツリーハウスは1,370円）",市内随一の桜の名所七谷川堤にあり、キャンプ場（野外調理場もあり）、フィールドアスレチックがある。,,JR嵯峨野線「亀岡」駅から亀岡市ふるさとバスで15分「七谷川」下車、徒歩5分,約40台,,亀岡市七谷川野外活動センター,0771-24-6411,,,,http://nanatanigawa.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策のため、家族での利用、少人数（5人以下）での利用に限ります。ほか、検温・手指の消毒、キャンプの際、午後8時以降夜間の飲食の自粛をお願いしています。
26000,0000009627,京都府,亀岡市,京　YUNOHANA RESORT　翠泉,キョウ　ユノハナ リゾート　スイセン,,,京都府亀岡市ひえ田野町芦ノ山イノシリ6-3,,35.020049 ,135.511688 ,休日：無休,,,宿泊　チェックイン　14時　チェックアウト　11時,,,ひっそりと佇む和のオーベルジュ。緑を望むテラスや露天風呂で夢見心地の時間が過ごせる。また、夏のハモ、秋の松茸など旬の食材を使った京会席もお楽しみいただける。,,JR嵯峨野線「亀岡」駅から車で約15分京都縦貫自動車道「亀岡」ICから車で約10分,普通車13台,,京　YUNOHANA RESORT　翠泉,0771-22-7575,,,,http://www.kyoto-suisen.com,2014-11-20,2021-03-02,新型コロナウイルス感染症拡大防止対策として、消毒用アルコールの設置、フロントデスクに個包装タイプのマスクを準備しています。
26000,0000003784,京都府,亀岡市,さくら公園,サクラコウエン,,,京都府亀岡市千歳町国分後田1-1,,35.044974 ,135.582578 ,休日：火曜日（祝日の場合は翌平日）、年末年始（12/29～1/3）,,,9時～21時,,,桜の名所、七谷川に隣接した区域にあるスポーツ場・憩いの場。多目的運動場と体育館がある。,,JR嵯峨野線「亀岡」駅から亀岡市ふるさとバスで15分「七谷川」下車、徒歩5分,30台,,さくら公園,0771-25-9786,,,,,2009-07-13,2019-12-02,
26000,0000009638,京都府,亀岡市,なごみの里　あさひ,ナゴミノサト　アサヒ,,,京都府亀岡市旭町仲田105,,35.071826 ,135.565257 ,休日：水曜日,,,9時～17時（11月～3月は16時まで）,,,地元産の新鮮な野菜や手づくりの加工品（パンや餅）を販売する直売所。多目的トイレも備える。,,JR嵯峨野線「亀岡」駅から亀岡市ふるさとバス（F12系統）で18分「水鳥のみち」下車、徒歩5分,普通車25台、大型バス2台,車椅子可車椅子対応トイレ有り,なごみの里　あさひ,0771-25-7537,,,,http://www.pref.kyoto.jp/tisantisho/asahi.html,2015-12-01,2021-03-02,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・マスク着用のお願い・アルコール消毒の設置・入館制限などを行っています。
26000,0000004012,京都府,亀岡市,大石酒造,オオイシシュゾウ,,,京都府亀岡市ひえ田野町佐伯垣内亦13,,35.017380 ,135.535989 ,,,,8時30分～18時,,,元禄年間（1688～1704）創業。昭和に大石酒造として清酒翁鶴を醸造販売。酒蔵見学のできる「酒の館」を一般公開している。代表銘柄「翁鶴」〈精米歩合〉65％〈主な使用米〉五百万石・日本晴 〈日本酒度〉-1〈酸度〉1.8〈特徴〉甘口本醸造【販売店舗】酒の館亀岡駅前店蔵元アルプラザ亀岡（TEL.0771-25-4111）イオン亀岡店（TEL.0771-22-3113）西友亀岡店（TEL.0771-24-0111）マツモト（亀岡市内各店・上桂店・大原野店）,,JR嵯峨野線「亀岡」駅から京阪京都交通バスで「国道佐伯」下車、徒歩5分,普通車50台、大型バス10台,,大石酒造,0771-22-0632,,,,http://okinazuru.co.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・入口に消毒用アルコールを設置・店内の換気・従業員の体調管理・設備の清掃
26000,0000009701,京都府,亀岡市,「離れ」にのうみ,「ハナレ」ニノウミ,,,京都府亀岡市西竪町15,,35.008675 ,135.585196 ,,,,チェックイン　15時～18時チェックアウト　10時,,"1人6,110円～（宿泊時期、人数、部屋により変動あり）",旧丹波亀山城の城下町の一角にある築約100年の古民家を、古民家再生の第一人者アレックス・カーさん監修のもと、亀岡市がリノベーションした1棟貸しスタイルの宿泊施設。,,JR嵯峨野線「亀岡」駅下車、南口から徒歩15分,普通車3台,車椅子不可,「離れ」にのうみ,070-2319-9360,,,,https://www.hanare-ninoumi.jp/,2019-03-06,2021-03-02,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・到着時に手指アルコール消毒協力依頼と検温実施・チェックイン手続きに当日の体調確認及びコロナ禍の注意喚起・客室入口にアルコール消毒液常備・スタッフは検温、マスク着用、手洗いアルコール消毒の徹底・清掃時、棟内換気、手袋着用にて作業・清掃終了時、特に触りそうな物（パネルスイッチやリモコン、ドアノブなど）、ファイル類などもアルコール吹きあげ消毒
26000,0000007969,京都府,亀岡市,パラパーク京都,パラパークキョウト,,,京都府亀岡市千歳町千歳,,35.068398 ,135.568801 ,休日：不定休（要確認）、年末年始,,,天候による,,,パラグライダー未経験者でも、操縦は全てプロのインストラクターに任せるタンデムフライトコースがあり、手軽に空中散歩が楽しめる。その他、ライセンスコース、チャレンジコース等スクール有り。,,JR嵯峨野線「千代川」駅下車※送迎サービス有り,,,パラパーク京都,090-2285-7243,,,,http://birds-para.com,2009-07-13,2021-03-02,要予約※新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・スタッフのマスク着用、体調管理、手洗い消毒の徹底・消毒液の設置・ヘルメットやハーネスなどの道具使用前後の消毒・車両には席の間隔をあけ、窓を開けて運行
26000,0000009724,京都府,亀岡市,スマート！かめまる観光レンタサイクル,スマート！カメマルカンコウレンタサイクル,,,京都府亀岡市,,,,休日：年中無休,,,24時間,,"ちょい乗りプラン　1時間200円（延長料金150円/30分）さくっと観光プラン　4時間1,000円（延長料金100円/30分）じっくり観光プラン　24時間2,400円（延長料金100円/30分）",専用のアプリをダウンロードすれば、誰でも簡単に自転車を借りることができます。・JR亀岡駅北口ポート〒621-0804　亀岡市追分町谷筋1-1・JR馬堀駅前ポート〒621-0823　亀岡市篠町馬堀駅前2-9・JR千代川駅前駐輪場委〒621-0051　亀岡市千代川町今津1-11,,〈JR亀岡駅北口ポート〉JR嵯峨野線「亀岡」駅下車、北口すぐ〈JR馬堀駅前ポート〉JR嵯峨野線「馬堀」駅下車すぐ〈JR千代川駅前駐輪場委〉JR嵯峨野線「千代川」駅下車すぐ,,,スマート！かめまる観光レンタサイクル,0771-22-0691,,,,https://www.kameoka.info/charm/rentalbicycle/,2021-03-02,2021-03-02,
26000,0000004011,京都府,亀岡市,丹山酒造,タンザンシュゾウ,,,京都府亀岡市横町7,,35.009149 ,135.583671 ,,,,9時～18時,,,明治39年（1906）5月創業。蔵に5つの井戸があり良質の豊かな水をたたえている。寶満吉祥の井戸という名の名水。代表銘柄「丹山」〈精米歩合〉70％〈主な使用米〉五百万石・山びこ 〈日本酒度〉+-0〈酸度〉1.2〈特徴〉すっきりとした飲み口【販売店舗】蔵元ジェイアール京都伊勢丹（B1階）酒売場（TEL.075-352-1111）トロッコ嵯峨駅,,JR嵯峨野線「亀岡」駅下車、徒歩15分,普通車10台、大型観光バス2台,,丹山酒造,0771-22-0066,,,,http://www.tanzan.co.jp/,2009-07-13,2021-03-02,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・アルコール消毒液の設置・大人数の受入禁止
